"organization_id","name"
"20711","ACLU;American Federation of State, County and Municipal Employees (AFSCME-AFL-CIO);Artist Development/Imagemaking;California Association of Health Underwriters (CAHU);California Credit Union League;California Labor Federation (AFL-CIO);California Motor Car Dealers Association;California Police Chiefs Association;California Public Interest Research Group (CALPIRG);Congress of California Seniors;Consumer Action;Consumer Federation of California;Consumers Union;County of Los Angeles;County of Los Angeles Board of Supervisors;"
"20712","AEGON USA;Alliance of American Insurers;American Business Bank;American Council of Life Insurers;American Insurance Association;American International Group;Association of California Insurance Companies; Association of California Life and Health Insurance Companies;Association of Fundraising Professionals;Bank of America;Cendant;Financial Services Coordinating Council;Fortis Group;Health Insurance Association of America (HIAA);Imperial Capital Bank;Napa Community Bank;Nissan NortH America;San Jose Silicon Valley Chamber of Commerce;USAA Group;Vacaville Chamber of Commerce"
"20721","School Transportation Coalition (co-source)"
"20723","California Solar Industries Association (source)"
"20724","Golden State Manufactured-Home Owners League"
"20725","California Association of Community Managers, Inc."
"20726","California  Trustees Association"
"20727","First American Title Corporation"
"20729","Fair Employment and Housing Commission, State of California"
"20730","Asian Pacific AIDS Intervention Team"
"20732","Catalyst Foundation"
"20733","Counties of Alameda, Humboldt, Los Angeles, Marin, and"
"20735","County of Los Angeles, Sheriff's Department"
"20736","County of Mendocino, Department of Public Health"
"20738","County of Yuba, Health and Human Services Department"
"20739","Redwood AIDS Information Network and Services"
"20740","San Francisco Police Department"
"20741","Van Ness Recovery House, Prevention Division"
"20742","California District Attorneys Association (unless amended)"
"20743","California Police Chiefs Association Incorporated"
"20744","Governor's Office of Planning and Research (unless amended)"
"20745","Responsible Citizen's Incorporated"
"20746","United Food & Commercial Workers, Region 8 States Council"
"20747","Rosa, Sebastopol, San Jose, South Pasadena, and Westminster"
"20748","Odyssey Planning and Conservation League"
"20749","University Foundation California Institute of Technology (Caltech)"
"20751","Support with Amendments"
"20752","Office of Ratepayer Advocates, California Public Utilities Commission"
"20753","Institute of Real Estate Management, Los Angeles Chapter and 13 members"
"20754","National Council on Alcoholism & Drug Dependence - Orange County"
"20755","Contra Costa County Sheriff"
"20757","San Bernardino County, Office of the Sheriff"
"20759","San Bernardino County Professional Firefighters, Local 935"
"20760","California Fire Chiefs Association of California"
"20761","Cities of Bell, Cloverdale, Fairfax, Maywood, Montebello, Rialto, San Gabriel, Whittier"
"20762","Joint Legislative Advisory Committee of Marin County School Districts"
"20763","California Association for Microenterprise Opportunity (sponsor)"
"20765","Santa Barbara County Second District Supervisor, Susan J. Rose"
"20766","Santa Barbara County Third District Supervisor, Gail Marshall"
"20767","Cities of Baldwin Park, Bell Gardens, Berkeley, Carson, Commerce, Huntington Park, Los Angeles, Lynwood, Pomona, Santa Barbara, Santa Monica, Southgate and West Hollywood"
"20768","Association of Korean Driving Schools in Southern California"
"20769","Labor Council for Latin American Advancement, Los Angeles Chapter"
"20770","Office & Professional Employers International Union, Local 3"
"20771","La Raza Student Organization, San Francisco State University"
"20772","American Merchant Marine Veterans, China Coasters Chapter, Inc."
"20773","Submarine Veterans WWII"
"20774","The American Legion, Alexander Hamilton Post 448, San Francisco"
"20775","Police Chiefs Association of California"
"20776","Independent Pubic Employees Legislative Council of California"
"20777","Coalition on the Environment & Jewish Life of Southern California"
"20778","American College of Emergency Physicians, State Chapter of CA, Inc."
"20779","L.A. Affiliate of the National Association of Counsel for Children"
"20780","California Association of Enterprise Zones (sponsor)"
"20781","United Health Centers of the San Joaquin Valley, Inc."
"20782","California Association of Alcohol and Drug Program Executives, Inc."
"20783","California Welfare Directors Association of California (CWDA)"
"20789","Capistrano Unified Board of Trustees"
"20794","All City Employees Association"
"20800","Coalition for Public Access (source)"
"20801","California Association of Marriage and Family Therapists (source)"
"20802","California Primary Care Association, Board of Behavioral Sciences"
"20805","Cedant Car Rental Group (Avis and Budget)"
"20808","California Health Care Institute"
"20809","Ligand Pharmaceuticals Incorporated"
"20810","Amah Mutsun Tribal Band"
"20811","California Space Authority."
"20812","Environmental Justice Coalition of Water"
"20813","Southern California Water Dialogue"
"20814","Pechanga Band of Zuiseno Indians"
"20816","Thomas A. Papageorge, Head Deputy District Attorney (co-source)"
"20817","Former Contractors State License Board Enforcement Program Monitor (co-source)"
"20819","Second Harvest Food Bank of San Joaquin and Stanislaus Counties"
"20820","Numerous businesses and local chambers of commerce"
"20821","Electronic Manufacturers Coalition for Responsible Recycling"
"20822","Junior Leagues of California's State Public Affairs Committee"
"20824","City/County Association of Governments of San Mateo, Redwood City, City of Fountain Valley, City of Burlingame"
"20825","The Valley Group, which includes: Sempra Energy, Kuebler, Prudhomme & Co., Markham Development Management Group, Harley Knox & Associates Inc., Riverside County Flood Control and Water Conservation District, Riverside County Transportation Commission"
"20826","Orange Co. Chiefs of Police & Sheriffs Association"
"20828","Oceana (co-source)"
"20833","Save Our Shore"
"20835","Marine Sanctuary"
"20836","Monterey Bay National Marine Sanctuary"
"20837","Ocean Advocates, Planning and Conservation League"
"20838","Blue Water Network (co-source)"
"20840","Richard Rogers, Sheriff/Coroner, Tuolumne County"
"20841","Child Abuse Prevention Council of Contra Costa County, Inc."
"20842","Children's Advocacy Roundtable"
"20843","Law Offices of Shahrzad Talieh"
"20844","Legal Advocates for Permanent Planning"
"20845","California Association of Professional Firefighters"
"20855","Watsonville Professional Firefighters, Local 1272"
"20856","City of Grass Valley"
"20857","City of Long Beach, Fire Chief"
"20858","City of Long Beach, Office of the City Manager"
"20859","City of Monterey Park Department"
"20860","City of National City"
"20861","City of San Bernadino"
"20862","City of Santa Monica, Fire Chief"
"20864","Cantrell, Green, Pekich, Cruz & McCort"
"20867","Orange County Professional Firefighters Association, Local 3631"
"20868","Peace Officer Research Association of California (PORAC)"
"20869","Carpinteria/Summerland Firefighters, Local 3368"
"20871","Fair Aging In Retirement"
"20872","Los Angeles County Area Agency on Aging Advisory Council"
"20873","Midway City Chamber of Commerce and Homeowners Association"
"20875","Senior Citizens Advisory Council"
"20877","Orange County Shelter For The Homeless"
"20878","Championship Auto Racing Teams, Inc."
"20880","Agency on Aging"
"20881","Orange County Employees Association (source)"
"20882","California Service Station and Automotive Repair Association (sponsor)"
"20883","Imperial County Board of Supervisors"
"20884","Doris Tate Crime Victims Bureau"
"20885","California Attorney General's Office"
"20886","Regional 8 States Council of the United Food and Commercial Workers"
"20887","National Association of Counsel for Children, Los Angeles Affiliate"
"20889","California Alliance Concerned with School Age Parenting and Pregnancy Prevention"
"20890","Sacramento City Unified School District's Child Development Department"
"20891","Area 4 Agency Aging on Aging Advisory Council of Mendocino County"
"20892","Kenneth Klee, Professor of Law, University of California, Los Angeles"
"20894","The Military Officers Association of America, California Council"
"20895","Veterans of Foreign Wars of the United States, Department of California"
"20896","Alice B. Toklas Lesbian Gay Bisexual Transgender Democratic Club"
"20897","California Chapter of the National Association of Social Workers"
"20898","Catholic War Veterans of the United States, Coachella Valley Chapter"
"20899","AB 196, Page 4"
"20900","Harvey Milk Lesbian Gay Bisexual Transgender Democratic Housing California"
"20901","Human Rights Commission of the City and County of San Francisco"
"20902","Northern California Nevada Conference of the United Church of Christ"
"20903","Southern California Nevada Conference United Church of Christ"
"20904","The \"Ministry In Action Commission\" of St. Mark's United Methodist Church"
"20905","The Steven and Michele Kirsch Foundation (co-sponsor)"
"20906","California Association of State Hospital Parent Councils for the Retarded (CASHPCR)"
"20907","American Federation of Aviculture (Kansas City, Missouri)"
"20908","Organization of Professional Aviculturists, Inc. (Florida)"
"20910","Imperial County Veterans Service Officer"
"20911","Stanislaus County Department of Aging and Veterans Services"
"20912","Tulare County Health and Human Services Agency"
"20913","Humboldt County District Attorney"
"20914","Congress of California Seniors Disabled in State Service"
"20915","Local Elected Officials: Los Angeles Mayor James Hahn, Bell Gardens Mayor Pro Tem Salvador Franco, City of Commerce Mayor Jesus Cervantes, City of Cudahy Mayor Osvaldo Conde Jr., City of Huntington Park Mayor Eduardo Escare?o, City of Maywood Vice Mayor George Martinez, El Monte Mayor Ernie G. Gutierrez, Fresno City Council Member Henry Perea, Greenfield Mayor John Huerta, Jr., Los Angeles City Attorney Rocky Delgadillo, Los Angeles City Council President Alex Padilla, Los Angeles County District Attorney Steve Cooley, Los Angeles County Supervisor Gloria Molina, Los Angeles Councilmember Bernard Parks, Los Angeles City Councilmember Ed Reyes, Los Angeles Councilmember Antonio Villaraigosa, Los Angeles Unified School District Board Member Jose Huizar, Lynwood Mayor Fernando Pedroza,  Oxnard Mayor Manuel M. Lopez, Pico Rivera Councilmember Gregory Salcido, San Francisco City Attorney Dennis Herrera, San FLynwood Mayor Fernando Pedrozarancisco District Attorney Terence Hallinan, San Jose Mayor Ron Gonzales, San Jose City Councilmember Dave Cortese, Santa Clara County Supervisor Blanca Alvarado, Ventura County Supervisor John K. Flynn, John Van de Kamp, Former California Attorney General & Los Angeles District Attorney"
"20916","Cities & Counties: City of Los Angeles, Board of Supervisors, City and County of San Francisco, City of Bell Gardens, City of Baldwin Park, City of Calexico, City of Commerce, City of Cudahy, City of Duarte, City of El Monte, City of Huntington Park, City of Maywood, City of Montebello, City of Lynwood, City of Oakland, City of Orange Cove, City of Pomona, City of San Fernando, City of San Jose, Orange County Human Relations Commission, Santa Clara County Board of Supervisors, Santa Clara County Human Relations Commission"
"20919","Insurance: Association of California Insurance of Companies, Allstate Insurance Group,  Insurance Agents & Brokers Legislative Council, Latin American Agents Association, Personal Insurance Federation of California, Travelers Insurance Company"
"20920","Business & Private Industry: Agricultural Council of California, B & R Roofing, Barrio Planners, Inc., California Mexican-American Chamber of Commerce, Community Alliance With Family Farmers, Consumer Attorneys of California, Enterprise Roofing Service, Inc.,  Garibay Tax Service, Hispanic Broadcasting Corporation, Honduran/American Chamber of Commerce, International Chamber of Commerce of San Ysidro, Latin Business Association, Law Offices of Barry Broad, Los Angeles Area Chamber of Commerce, Los Angeles County Bar Association, Immigration Section, Mio Productions, Nisei Farmers League, PIP Printing of Sun Valley, Popkin, Shamir & Golan, Right Detour, Inc., Sigue Corporation, United States Guatemala Chamber of Commerce in California,  Valley Industry & Commerce Association"
"20922","California Business Properties Association (CBPA)"
"20923","California Teen Educators Advocates and Mentors"
"20924","Clergy Members: Rabbi Dana Magat, San Jose, Rabbi Melanie Aron, Los Gatos, Rabbi Rich Shapiro, Goleta,  Reverend Bets Wienecke, Goleta, Reverend Dr. Peggy Johnson, Santa Barbara, Reverend Jill Martinez, Oxnard, Reverend John Fuller, Reverend Mark Asman, Santa Barbara"
"20926","California Independent Public Employees Legislative Council (source)"
"20927","Napa Valley Winegrowers Alliance consisting of:  The Robert Mondavi Winery, Cakebread Cellars, Trefethen Vineyards, Joseph Phelps Winery, Niebaum Coppola Winery, Opus One, William Hill Winery, Atlas Peak Winery, La Famiglia di Robert Mondavi Winery, and Silverado Vineyards"
"20928","Hermandad Los Angeles Economic and Community Development Corporation"
"20929","National Council on Alcoholism and Drug Dependence of the South Bay"
"20930","California College of Emergency Physicians (co-sponsor)"
"20931","California State Firefighters' Association, Inc. (co-sponsor)"
"20932","Administrators' Association of California AltaMed Health Services Corporation"
"20933","Association of Trauma Program Managers of Los Angeles County"
"20936","Service Employees International Union, Local 1877, Local 434B, Local 99"
"20937","Beauchamp Distributing Company Budweiser High Sierra Distributing"
"20938","Association of Winegrape Growers"
"20939","Korean American Grocers Association of California"
"20940","Wine & Spirits Wholesalers of California, Inc."
"20941","Cities of Apple Valley, Cathedral City, Hermosa Beach, Morgan Hill, Newport Beach, San Diego"
"20942","United Food and Commercial Workers Union Region 8 States Council"
"20943","California Attorneys, Administrative Law Judges, Hearing Officers and"
"20944","California Association of Mental Health Patients Rights Advocates"
"20945","American Subcontractors Association, California Bay Area Chapter, L.A.-Orange Chapter, Redwood Empire Chapter, Capital City Chapter, Inland Chapter"
"20946","Cities of Azusa, Fairfield, Hesperia and Temecula"
"20947","University of California, Davis, CAARE Diagnostic and Treatment Center"
"20948","Vicki Graham-Costain, Diplomate, American Board of Psychological Specialties"
"20949","California Association for Alcohol and Drug Executives, Inc."
"20950","California State Department of Insurance"
"20951","California Association of Licensed Security Agencies, Guards and Associates (CALSAGA)"
"20952","California Association of Sheet Metal and Air Conditioning Contractors, National Association"
"20954","Consumers Union, Engineers and Scientists of California"
"20955","California Coalition of Travel Organization"
"20957","Los Angeles County Solid Waste Management Committee"
"20958","Integrated Waste Management Task Force"
"20959","Boards of Supervisors of Riverside County, San Bernardino County, and Tuolumne County"
"20960","The California Association of Private Postsecondary Schools (CAPPS) (sponsor)"
"20961","Local 2229"
"20962","Local 3090"
"20964","Los Angeles Lakers, Inc."
"20965","United Nurses Association of California/Union of Health Care Professionals (co-source)"
"20966","Builders Exchange of the Central Coast Inc."
"20967","Construction Materials Association of California (CMAC)"
"20968","Dan Smith and Co. Painting Inc."
"20969","Mendo Mill & Lumber Company"
"20971","Salinas Valley Builders Exchange"
"20972","Solano-Napa Builders Exchange"
"20973","Tanko Inc."
"20974","Tom Demaranville Construction"
"20975","Bernard S. Kamine esq. Kamine Ungerer LLP"
"20977","Mexican American Legal Defense and Education Fund (MALDEF) (co-source)"
"20978","National Asian Pacific American Families Against Substance Abuse"
"20979","Southwest Center for Asian Pacific American Law Organization"
"20980","California Board for Professional Engineers and Land Surveyors"
"20981","United Water Conservation District, Santa Paula, CA"
"20983","Los Angeles County Probation Offices Union, AFSME, Local 685"
"20984","Association for Los Angeles Deputy Sheriffs, Inc. (co-source)"
"20985","RSR - Relief Staff Registry"
"20986","Jim Davis, Chief of Police, El Cajon Police Department (source)"
"20987","California Association of Professional Scientists (co-source)"
"20988","Colusa Indian Community Council/Cachil Dehe Band of Wintun Indians"
"20989","Chinatown Transportation Research Improvement Project"
"20990","Non Profit Housing Association of Northern California"
"20991","Los Angeles Affiliate of the National Association of Children's Counsel"
"20992","National Association of Counsel for Children - Los Angeles Affiliate"
"20993","Institute for Strategic Thinking and Technology Development, Inc."
"20994","California Association of Homes and Services for the Aging (source)"
"20995","California Association of Photocopiers and Process Servers (source)"
"20996","Bay Area Public Advocates, Inc."
"20997","California Space Authority (CSA) (Representing the Aerospace Industries)"
"20998","Corniche/IPAC, LLC"
"20999","Insurance Agents & Brokers Legislative Council (Norwood & Assoc.)"
"21000","National Federation of Independent Business (NFIB) (\"In Concept\")"
"21001","California Association of Competitive Telecommunications Companies (CAL-TEL)"
"21002","National Association of Social Workers - California Chapter (co-sponsor)"
"21003","Association of Independent California Colleges and Universities, (AICCU)"
"21004","Conference of Delegates of California Bar Associations (source)"
"21005","Alzheimer's Association of Los Angeles, Riverside, and San Bernardino Counties"
"21006","Honorable Richard H. Pland, County of Tuolumne Board of Supervisors"
"21007","District Attorneys for the following counties:  Inyo, Tehama, Riverside, Tulare, Siskiyou, Humboldt, Kern and Napa"
"21008","National Association of Latino Elected and Appointed Officials (NALEO) Education Fund"
"21009","League of United Latin American Citizens, the Lorenzo Patino Council"
"21010","California State Association of Occupational Health Nurses, Inc."
"21011","Board of Trustees, Siskiyou Joint Community College District"
"21012","Executive Committee of the Medical Board of California"
"21013","California Board of Pharmacy"
"21015","Region 8 State Council of the United Food and Commercial Workers"
"21016","Thoroughbred Owners of the California and Los Alamitos Race Course"
"21017","Center for Public Interest Law, Childrens Advocacy Institute at the University of San Diego"
"21018","California Child Development Administrators Association, Inc. (sponsor)"
"21019","Trusts and Estates Section of the State Bar of California (source)"
"21020","Northern California Radio and Television News Director's Association"
"21022","California State Military Museum and Resource Center (source)"
"21023","Plumbers, Steamfitters and Refrigeration Fitters United Association, Local 393"
"21024","Steam Refrigeration Air Conditioning Pipe Fitters and Apprentices of the United Association of the U.S. and Canada, Local 250"
"21025","United Brotherhood of Carpenters & Joiners of America, Local 713, Alameda County"
"21026","CA Association Of Sheet Metal and Air Conditioning Contractors"
"21027","Motion Picture Association Of America, CA Group"
"21028","City and County of San Francisco and Office of the Mayor"
"21029","Western Propane Gas Association"
"21030","Atchison Propane Service"
"21031","California Attorneys, Administrative Law Judges, Hearing Officers and Deputy Labor Commissioners in State Government"
"21032","National Association of Counsel for Children, Los Angeles Affiliates (source)"
"21034","California Chamber of Commerce Federation"
"21035","California Rock Products Association"
"21037","Southern Water District"
"21039","California (NAIFA-California) and Financial Advisors of"
"21040","Community Partnerships for Healthy Children - Leadership Council"
"21041","Sacramento START (Students Today Achieving Results for Tomorrow)"
"21042","San Diego Community College Centers for Education and Technology"
"21043","San Joaquin County Learning Circle on Childhood Obesity and Eating Disorders"
"21044","University of California Cooperative Extension, County of San Diego"
"21045","University of California Cooperative Extension, Tulare County"
"21046","Association of Realtors"
"21048","Cajon Valley Union School District"
"21050","Schools Mandate Group"
"21051","Ventura, and San Luis Obispo Counties"
"21052","Police Officers Research Association of California (PORAC)"
"21054","California Association of Crime Laboratory Directors (co-source)"
"21055","County of San Mateo, Office of the Sheriff - Forensic Laboratory"
"21056","Dr. Christine Haller, Assistant Professor of Medicine, UCSF Medical School"
"21057","Anti-Doping Agency"
"21058","Hotel Employees and Restaurant Employees Local No. 49, Sacramento"
"21059","United Food and Commercial Workers International Union, Local 1179"
"21060","Joint Council 738 and 42, United Food and Commercial Workers-Region 8"
"21062","County of Siskiyou - Marcia H. Armstrong, Supervisor, District 5"
"21063","City of Bakersfield (Bakersfield Redevelopment Agency)"
"21064","City of Campbell (City Manager's Office, Redevelopment Division)"
"21065","City of Fontana (Redevelopment and Special Projects)"
"21066","City of Fresno (Mayor Councilmember District 6)"
"21067","City of La Mirada (Mayor)"
"21068","City of Los Angeles (Mayor's Office of Intergovernmental Affairs)"
"21069","City of San Diego (Redevelopment Agency Governmental Relations)"
"21070","City of San Pablo (Redevelopment Agency)"
"21071","City of Santa Barbara (Mayor/Redevelopment Agency)"
"21072","City of Santa Cruz (Mayor)"
"21073","City of Union City (Community Redevelopment Agency)"
"21074","City of Vallejo (Office of the City Manager)"
"21075","The Honorable Phil Angelides, State Treasurer"
"21076","Shelter, Inc. of Contra Costa County"
"21077","Hotel Employees and Restaurant Employees International Union (source)"
"21078","Supervisor Michael Nevin, San Mat, City and County of San Franciscoeo County"
"21079","Internet Alliance of California"
"21080","National Association of Legal Investigators, Inc."
"21081","San Diego County Investigators Association"
"21082","National Council of Investigation & Security"
"21083","Survivors Network of Those Abused by Priests"
"21084","numerous individuals and private investigator firms"
"21085","County Sheriff's Department of Contra Costa, Imperial, Sacramento, and Riverside"
"21086",", Los Angeles County San Diego County"
"21087","California Citrus"
"21088","Mutual California Farm Bureau Federation"
"21090","Citizens Against Lawsuit Abuse, Central and Northern California, Orange and San Diego Counties, and Silicon Valley"
"21092","Foundation for Quality Housing Fremont Fair Housing Services"
"21093","Triple-A Council of California (The Area Agency on Aging Council of California)"
"21094","California Immigrant Welfare Collaborative (Partnership of 4 immigration rights organizations: Asian Pacific American Legal Center of Southern California (APALC), Coalition for Humane Immigrant Rights of Los Angeles (CHIRLA, National Immigration Law Center (NILC), and Services Immigrant Rights and Education Network (SIREN))"
"21097","California Association of Professional Liability Insurers (source)"
"21098","Former Independent Data Processing Center Employees (source)"
"21100","Plumbers, Steamfitters and Refrigeration Fitters, UA Local 393"
"21101","California Association of Sheet Metal and Air Conditioning Contractors (CAL SMACNA)"
"21102","California Industrial and Technology Education Association (CITEA)"
"21103","California Independent Public Employees Legislative Council (co-source)"
"21105","Caf Athena"
"21106","Students Against Animal Suffering (UCSD)"
"21107","Several individual automotive repair dealers"
"21108","Western Manufactured Housing Co (source)"
"21109","Japanese American Cultural and Community Center, Northern California"
"21110","California Mobilehome Resource (source)"
"21112","Cities of Rancho Santa Margarita and Aliso Viejo"
"21113","South Orange County Regional Chambers of Commerce"
"21117","SAMCORP"
"21118","California Business Properties Association."
"21120","Pupil Services Department of the San Francisco Unified School District"
"21121","American Resort Development Association, California Chapter (sponsor)"
"21122","Crescent Park Multi-Cultural Family Resource Center"
"21123","American Indian Recruitment Project, University of California, Los Angeles"
"21124","American Indian Student Association, University of California, Los Angeles"
"21125","Kalpulli Inc. Projects, California State University, Northridge"
"21127","Antioch Animal Services, City of Antioch"
"21130","Sexual Assault Victim Services"
"21131","Community Solutions for Children, Families and Individuals, Inc."
"21132","Community Violence Solutions and Rape Crisis Center of Marin and Contra Costa Counties"
"21133","San Gabriel Valley/Whittier Chapter for the National Organization for Women"
"21134","Women's Resource Center, California State University, Sacramento"
"21135","Academic Professional of California, Local 1002"
"21136","California Air Pollution Control Officer's Association (CAPCOA)"
"21137","California Council for Environmental and Economic Balance (CCEEB)"
"21138","Concerned Women for America of California - San Diego/Imperial Counties"
"21139","International Union Professional and Technical Engineers, Local 21"
"21140","Central CA Chapter of the Peace Officers Research Association of California"
"21141","State Public Employees' Retirement System Board of Administration"
"21142","County Welfare Directors Association of California (co-source)"
"21145","National Association Counsel for Children, Los Angeles Affiliate"
"21147","Boards of Supervisors of Fresno, Placer, San Joaquin and Stanislaus Counties"
"21149","Robert Goldstein, Attorney at law (Plaintiffs attorney in Kidd v. Greenspan Company )"
"21150","Area Agency on Aging Advisory Council for San Luis Obispo and Santa Barbara Counties"
"21151","Office of the city Attorney for the City and County of San Francisco"
"21153","Academy of California Professional Adoption Professionals (source)"
"21155","Automotive and Allied Industries Employees of San Diego County"
"21156","Communications Workers of America, Local 9423, District 1 & 2"
"21157","Santa Clara, San Mateo, Santa Cruz, San Benito, Monterey, San Luis Obispo"
"21159","Office and Professional Employees International Union, Local 29"
"21160","Santa Clara and San Benito Counties Building and Construction Trades Council"
"21161","Southern California Pipe Trades, District Council 16, Los Angeles"
"21162","Teamsters Warehouse Union, Local 853, San Francisco, San Mateo, Alameda, Marin, and Contra Costa Counties"
"21163","United Association of Plumbers, Pipe Fitters and Sprinkler Fitters of the U.S. Sprinkler Fitters and Apprentices Local 483, Hayward"
"21166","United Food and Commercial Workers International, Local 1179, Martinez"
"21167","United Food and Commercial Workers Union, Local 839, Salinas"
"21168","United Steelworkers of America, Local 7600, Fontana, Riverside"
"21169","Warehouse, Processing & Distribution Workers' Union, Local 26"
"21170","Lifeguard Services Division of the City of San Diego Fire-Rescue Department"
"21171","Charles M. Holmes Campus of the Center City of West Hollywood"
"21172","Parents, Families and Friends of Lesbians and Gays, Pasadena & San Francisco"
"21175","Chief of Police, South San Francisco Police Department (co-source)"
"21177","Nail Manufacturers Council of the American Beauty Association"
"21178","AK Consultant The Southern California Chinese Ls"
"21180","NCLS, Inc.  Immigration Processors - Attorney Supervised Restrepo Services"
"21181","California Attorneys, Administrative Law Judges, Hearing Officers and Deputy Labor Commissioners in State Employment"
"21182","Ventura County earch Association of CaliforniaDistrict At"
"21185","Cities of San Mateo, Daly City, Foster City, Atherton, San Carlos, Belmont, San Bruno, Pacifica, Burlingame, East Palo Alto, Brisbane, Woodside, and Hillsborough, Samceda, South San Francisco, Colma, Menlo Park, Millbrae, Portola Valley, and Redwood City"
"21186","American Lung Association of San Francisco and San Mateo Counties"
"21187","Merced/Mariposa County Asthma Coalition"
"21188","National Latino Research Center at California State University, San Marcos"
"21191","Counties of Butte, Fresno, Imperial, Orange, Riverside, San Diego, Santa Cruz, and Shasta"
"21194","Professor Sharon Sandeen, Hamline University School of Law (sponsor)"
"21195","Association of California Community College Administrators (ACCCA)"
"21197","National Association of Women Business Owners in California (source)"
"21198","Beverly Hills Express Metrozone Messenger and Attorney Services"
"21199","Mira Promo, Inc. - Latino Speakers Bureau"
"21200","Cities of Claremont, Culver, Gardena, Hawthorne, Lakewood, Norwalk, Pasadena, and Walnut"
"21201","Los Angeles Metropolitan Transportation Authority Board of Directors"
"21203","The Honorable Jennifer Hosterman, Pleasanton City Councilmember"
"21204","Ohio Resource Network for Safe & Drug Free Schools and Communities"
"21205","Tri-City Prevention Collaboration (Cities of Carlsbad, Oceanside & Vista)"
"21206","numerous private citizens"
"21207","California State Auto Association"
"21208","California Commission on Peace Officers Standards and Training"
"21209","Los Angeles Workers Advocates Coalition (sponsor)"
"21211","California State Council of Hotel Employees and Restaurant Employees"
"21212","Citizens Against Lawsuit Abuse - Central California, Northern California,  Los Angeles, Orange County, Silicon Valley and San Diego County Chapters"
"21213","National Alliance for the Mentally Ill California (NAMI California)"
"21218","Bayview Hunters Point Health & Environmental Resource Center"
"21221","Board of Supervisors of the City & County of San Francisco"
"21222","California Abortion and Reproduction Rights Action League"
"21224","Los Angeles County Agricultural Commissioner/Director of Weights & Measures"
"21225","Ventura County District Attorney's Office, Gregory D. Totten"
"21226","California Agricultural Commissioners and Sealers Association (source)"
"21228","California Interfaith Partnership for Children's Health & the Environment"
"21230","California Maternal, Child and Adolescent Health Action"
"21231","California Nurse Midwives Association (CNMA)"
"21232","California Rural Legal Assistance Foundation (CRLAF)"
"21233","California School Nurses Organization (CSNO)"
"21235","Californian's for Pesticide Reform"
"21236","Carmean Pest Management"
"21237","Community Action to Fight Asthma (CAFA)"
"21238","Community Asthma Education & Management"
"21239","Community & Children's Advocates Against Pesticide Poisoning (CCAAPP)"
"21240","Community Health Councils, Inc. (CHC)"
"21241","Congress of California Seniors (CCS)"
"21243","Ecology Action"
"21245","Fresno Coalition Against the Misuse of Pesticides (FresCAMP)"
"21246","Girl Scout Council of Greater Long Beach"
"21248","Health & Habitat, Inc."
"21249","Imperial Valley Asthma Coalition"
"21251","Long Beach Alliance for Children with Asthma"
"21252","Los Angeles Asthma Collaborative"
"21253","Marin Beyond Pesticides Coalition"
"21254","Marin County Women's Commission"
"21255","Mendocino Cancer Resource Center"
"21257","Nevada County Superintendent of Schools"
"21258","Oakland Education Association"
"21259","Parents for a Safer Environment"
"21261","Pesticide Alternatives Santa Clara County"
"21262","Pesticide Education Group (PEG)"
"21263","Pesticide Free Zone Campaign"
"21266","Planning & Conservation League (PCL)"
"21267","Public & Environmental Health Advisory Board (PEHAB)"
"21268","Sacramento Head Start Alumni Association"
"21269","WaterKeepers Northern California / DeltaKeeper / San Francisco"
"21270","BayKeeper"
"21271","8 Individuals"
"21272","Alameda County Mosquito Abatement District"
"21274","Butte County Mosquito and Vector Control District"
"21275","California Agricultural Production Consultants Association (CAPCA)"
"21276","California Agricultural Teachers' Association"
"21280","Colusa Mosquito Abatement District"
"21282","Consolidated Mosquito Abatement District"
"21284","Merced County Mosquito Abatement District"
"21285","Mosquito and Vector Control Association of California (MVCAC)"
"21286","National Pest Management Association Inc.(NPMA)"
"21287","Northern Salinas Valley Mosquito Abatement District"
"21288","Pest Control Operators of California (PCOC)"
"21290","Sacramento Valley Landowner's Association"
"21292","San Joaquin County Mosquito and Vector Control District"
"21294","Shasta Mosquito and Vector Control District"
"21295","Solano County Mosquito Abatement District"
"21296","Tehama County Mosquito and Vector Control District"
"21297","Terminix International"
"21298","Engineers and Scientists of California Local 20 IFPTE"
"21299","Albion River Watershed Protection Association/Friends of Salmon Creek"
"21302","Brawley Union High School District"
"21303","Bi-Valley Medical Group"
"21305","California Public Employees Retirement System Board of Administration (source)"
"21306","Environment California (ponsor)"
"21308","California Administrator Boards Association"
"21309","C-LA Trucking Inc."
"21310","Martinez Bros Trucking Inc."
"21311","CP Transporters Inc."
"21312","TransCargo Inc."
"21313","Pacific Coast Truck and Warehouse Inc."
"21314","Valley Intermodal Systems Inc."
"21318","McClellan Park"
"21319","Golden West Chapter 333 (Whittier)"
"21320","Counties of Alameda, Alpine, Butte, Calaveras, Del Norte, Fresno, Glenn, Kings, Lake, Lassen, Los Angeles, Marin, Mendocino, Merced, Modoc, Napa, Riverside, Sacramento, San Diego, San Luis Obispo, San Mateo, Santa Clara, Santa Cruz, Solano, Sutter, Tehama, Tulare, and Yuba"
"21321","San Diego City Council Members Ralph Inzunza, Scott Peters and Michael Zucchet"
"21323","Cities of Bakersfield, Cathedral City, Cerritos, Covina, La Mesa, Lancaster, Riverside, Stockton, Upland, and Orange Line"
